,gene,gene_length(kb),0h_no_dox_1,0h_no_dox_11,0h_no_dox_12,0h_no_dox_2,12h_is_dox_5,12h_is_dox_6,12h_no_dox_3,12h_no_dox_4,24h_is_dox_10,24h_is_dox_13,24h_is_dox_14,24h_is_dox_17,24h_is_dox_18,24h_is_dox_19,24h_is_dox_20,24h_is_dox_9,24h_no_dox_15,24h_no_dox_16,24h_no_dox_7,24h_no_dox_8
37153,Gm53224,0.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37154,Dynlt1c,3.046,46,110,81,60,134,56,171,60,54,113,65,75,103,87,69,314,83,74,176,60
37155,Tmem181c-ps,4.045,1,3,3,5,8,7,14,8,6,8,4,10,7,3,2,42,3,0,13,5
37156,Dynlt1f,1.164,300,540,411,407,858,477,902,421,276,643,326,397,518,451,465,1254,369,316,847,298
37157,Sytl3,3.501,5,8,18,4,2,1,5,2,0,0,1,1,3,0,0,2,4,1,2,1
37158,Gm36309,1.478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37159,Ezr,3.07,4671,5328,5333,6177,7569,3051,13991,5850,736,843,1474,1243,1793,1301,1576,2826,4925,4616,10981,4025
37160,4933426B08Rik,8.046,2,1,2,5,17,3,17,0,5,4,0,1,1,1,0,56,3,2,20,2
37161,Gm2885,1.711,0,3,2,2,7,1,6,2,4,3,0,1,5,3,5,41,1,1,5,3
37162,Mir692-1,0.109,2,9,1,3,4,0,1,3,0,5,1,0,0,1,2,2,1,1,4,0
37163,1700122H20Rik,0.421,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
37164,Rsph3b,1.614,44,53,43,50,117,89,129,101,72,125,47,36,62,67,56,267,34,35,198,78
37165,Tagap1,3.194,164,147,131,199,264,132,411,156,67,124,49,111,134,136,60,324,156,137,270,105
37166,Rnaset2b,1.013,2,2,0,0,2,2,2,3,1,5,0,3,2,1,4,14,1,0,9,2
37167,Gm1604b,0.781,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37168,Gm25119,0.088,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37169,Rps6ka2,5.989,1766,1703,924,1954,2743,1742,4305,2515,650,1078,969,1257,1446,1258,1151,1718,2677,2625,3895,2099
37170,Tcp10a,2.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
37171,Ttll2,2.32,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
37172,Unc93a2,2.692,0,0,3,1,28,6,1,0,0,1,6,3,3,1,6,2,0,1,2,1
37173,Gm26057,0.163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37174,Gm36458,0.296,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
37175,Gm53972,2.502,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37176,Gm33086,0.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37177,Gm33158,1.864,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,1,2,0
37178,Fndc1,7.517,12,15,12,20,23,10,30,28,8,9,12,8,17,4,15,17,19,16,55,14
37179,AU041480,2.282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37180,Gm1604a,6.017,0,0,0,0,2,0,0,2,0,0,0,1,0,1,0,1,0,0,3,1
37181,Tagap,3.081,135,87,100,167,242,126,376,134,75,96,56,97,138,96,76,284,142,113,264,96
37182,Rsph3a,1.96,20,20,19,36,78,43,82,53,39,54,22,27,31,32,25,146,23,33,118,45
37183,Gm22416,0.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37184,Gm41523,1.931,1,2,0,1,3,4,2,1,1,3,1,4,1,3,1,5,0,1,4,0
37185,Rnaset2a,1.154,39,117,25,63,105,66,142,125,35,173,50,33,36,23,45,185,25,21,110,47
37186,Cep43,4.982,1445,1484,1195,1633,3265,1260,4625,1562,704,1297,965,1423,1470,1071,769,3837,1689,1494,3537,1060
37187,Ccr6,4.243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37188,Gm33799,1.801,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
37189,Gm8465,1.456,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
37190,Mpc1,1.662,36,60,81,75,171,54,212,76,14,34,35,25,42,35,22,91,58,68,217,95
37191,4930506C21Rik,0.975,3,3,2,4,23,2,20,9,1,0,2,2,3,0,2,7,9,7,32,4
37192,Sft2d1,1.085,183,322,237,240,548,191,779,272,74,198,188,117,202,168,209,494,310,268,692,208
37193,Prr18,4.029,15,17,15,23,34,24,131,80,7,16,15,9,17,13,18,20,65,80,138,66
37194,Gm46592,4.582,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,1,0,1,2
37195,T2,15.713,17,6,15,26,173,80,334,104,11,21,46,23,25,18,39,59,153,172,927,201
37196,Gm46593,0.522,21,16,21,29,61,32,75,40,16,12,26,32,28,34,27,37,42,25,52,15
37197,Gm16702,2.384,5,3,9,7,36,18,79,39,2,2,7,7,9,2,9,10,33,44,151,43
37198,Gm34036,0.79,0,0,0,0,0,1,2,0,0,0,0,1,3,0,0,5,2,2,4,2
37199,T,2.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37200,Pde10a,23.501,73,72,14,103,194,133,297,161,131,135,150,89,111,102,182,396,74,98,268,123
37201,Gm15425,0.944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37202,Gm50613,1.907,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37203,Gm46585,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37204,Gm34321,22.877,1,2,2,1,2,1,5,2,0,0,8,0,4,0,2,10,3,7,1,2
37205,1700010I14Rik,1.976,26,33,12,37,85,43,122,44,20,45,16,28,35,17,17,144,37,33,150,30
37206,Gm29711,1.295,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0
37207,6530411M01Rik,1.219,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
37208,Gm52287,5.489,1,4,0,4,9,2,12,2,0,0,2,0,0,2,0,9,0,1,15,1
37209,C87487,0.866,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
37210,Gm7947,1.638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37211,Gm51424,2.889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37212,Gm17748,0.615,0,1,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,1,1,0
37213,Pabpc6,3.208,2,2,10,2,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1
37214,Gm34684,2.413,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37215,4930452A19Rik,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37216,Gm34883,5.774,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0
37217,Gm34799,0.631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37218,Gm34972,1.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37219,Qki,10.215,4750,2958,2268,5265,11634,5887,13059,7091,4009,4329,2928,5470,5708,3353,2703,15962,4847,4415,13193,4826
37220,Gm46608,4.028,0,1,0,1,8,2,7,1,5,3,0,2,0,0,0,25,0,0,11,4
37221,Cahm,1.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37222,1700110C19Rik,0.722,0,1,0,1,6,2,3,3,1,1,0,1,2,1,0,15,2,0,10,2
37223,Gm39565,1.513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37224,Pacrg,1.604,5,5,6,11,22,11,30,8,10,7,4,10,5,14,7,41,14,7,48,12
37225,A230009B12Rik,3.032,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
37226,Gm52294,39.997,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,4,1,0,0,0
37227,Gm53987,1.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37228,Gm16168,3.284,1,2,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,2
37229,Gm16169,2.006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37230,Prkn,27.531,28,23,37,33,36,20,58,11,7,4,3,4,9,5,6,28,25,18,37,8
37231,Gm3145,3.598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37232,Gm41526,3.719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37233,Gm41525,2.807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37234,D17Ertd648e,0.565,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37235,Gm46604,3.564,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,2,1,4,1
37236,Agpat4,2.718,427,450,382,529,1291,799,1500,638,621,853,622,677,880,836,684,2548,475,421,1405,570
37237,Map3k4,6.42,2144,2077,1750,2874,3558,2636,4409,2911,1577,2209,1836,1903,2432,2185,1790,3765,2155,1777,3499,1967
37238,Gm46605,2.796,13,29,31,9,22,9,30,12,4,2,11,9,16,6,14,8,17,17,13,4
37239,Gm24794,0.14,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37240,4732491K20Rik,3.174,16,16,12,26,38,16,66,24,12,21,9,9,11,13,15,70,15,11,48,19
37241,Gm41527,0.77,0,2,0,0,1,0,2,1,0,0,0,0,0,1,0,3,0,0,3,3
37242,Plg,2.755,2,3,0,2,6,2,7,4,4,5,1,0,0,0,1,5,1,0,13,5
37243,Slc22a3,3.501,17,24,16,40,6,4,42,44,0,0,0,0,2,2,0,4,7,3,20,10
37244,C030013G03Rik,1.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37245,Slc22a2,2.421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
37246,Slc22a1,1.994,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
37247,Igf2r,8.929,3442,1977,2198,4383,7357,4380,9250,4672,2909,2072,1960,2208,1950,2000,2280,9785,3286,2367,9575,4492
37248,Airn,2.188,1,1,1,2,14,6,6,1,9,33,8,19,27,14,10,112,0,0,14,6
37249,Gm49958,5.901,2,2,1,0,24,7,15,5,16,17,5,9,5,1,0,129,2,5,17,5
37250,Mas1,7.008,1,0,0,1,2,1,5,1,6,3,2,2,2,2,5,43,1,0,8,2
37251,Gm53988,1.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37252,Mrgprh,1.809,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37253,Pnldc1,3.573,337,345,375,322,667,196,633,172,85,137,165,297,321,131,145,474,310,181,352,86
37254,Mrpl18,2.501,1906,2321,2440,2439,4811,2042,5826,2291,934,1546,1577,1808,2334,1555,1298,4496,2298,2422,4182,1423
37255,Tcp1,2.499,12276,12012,11584,14508,32639,15339,36661,16295,8094,11796,10543,14179,15291,10725,9585,37482,13537,13328,31881,11012
37256,Gm26130,0.138,12,11,22,20,67,16,73,18,14,13,36,44,29,26,13,93,21,23,52,11
37257,Snora20,0.061,1,0,4,3,17,1,15,4,2,2,1,3,3,2,0,7,2,2,5,0
37258,Acat3,2.133,10,14,16,12,47,12,46,16,5,11,11,16,17,11,11,39,21,16,25,9
37259,Acat2,2.076,2817,3664,1796,3358,8401,4673,8560,3641,3026,9169,3689,5326,5818,5841,2956,13035,3125,3156,6455,2329
37260,Gm15946,0.56,3,0,0,1,8,4,9,6,6,6,4,6,4,7,1,28,0,0,5,3
37261,Wtap,6.562,1929,2104,1527,2224,4975,2182,5857,2519,1304,2340,1755,2501,2571,1787,1483,6550,2224,2158,5266,1620
37262,Sod2,3.824,1250,1474,1195,1576,2840,1301,3471,1493,642,1125,802,1010,1175,897,797,2711,1092,1115,2486,900
37263,Gm36117,3.62,9,9,1,17,20,10,32,9,9,18,10,12,17,12,12,30,14,13,41,18
37264,Gpr31b,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37265,Gm36226,0.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37266,Tcp10b,2.087,0,1,0,0,1,0,1,1,1,2,1,0,2,0,0,1,0,0,1,0
37267,Gm11166,1.643,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37268,Unc93a,3.412,0,0,2,2,15,2,4,0,0,0,0,0,1,0,2,1,1,2,1,4
37269,Gm23050,0.163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37270,Gm36277,1.441,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
37271,Gm36798,7.245,0,1,0,0,1,0,0,0,0,1,0,0,2,0,1,0,1,0,1,0
37272,Gm36684,2.721,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
37273,Gm10512,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37274,Smok2a,2.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37275,Smok2b,2.305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37276,Gm26500,0.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37277,Gm36589,3.16,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,3,0,0,0,0
37278,Gm36537,0.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37279,Tcp10c,2.757,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0
37280,Gm25730,0.163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37281,Rnu6,0.107,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
37282,2700054A10Rik,4.348,21,14,9,25,45,24,81,33,18,33,9,20,20,28,17,52,20,21,52,26
37283,Smok4a,2.318,1,0,0,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,2,0
37284,Gm26375,0.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37285,Gm41530,1.189,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37286,Gm24867,0.105,1,0,0,0,3,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0
37287,Tcte2,1.608,34,70,91,62,70,25,65,27,10,15,11,7,11,7,8,21,22,12,24,11
37288,Afdn,10.489,6534,4968,4255,7932,12909,6066,14581,7407,3641,5738,3836,5421,5588,5276,3321,12079,5835,4955,11702,4588
37289,Gm7168,4.221,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0
37290,Gm33889,2.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37291,Gm7356,2.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37292,Gm34107,2.678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37293,Gm7358,1.963,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37294,4930488N24Rik,2.765,3,3,6,3,6,5,14,4,0,0,0,1,0,0,0,2,3,2,1,1
37295,Gm34426,0.397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37296,Dact2,2.967,408,467,234,552,565,335,1237,669,160,280,148,91,203,247,216,722,371,374,881,407
37297,Gm34510,3.044,5,0,1,1,5,3,3,3,2,0,0,1,0,2,1,8,5,3,15,1
37298,Gm41531,1.914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37299,Gm34772,0.904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37300,Gm34567,10.053,1,2,1,2,2,0,4,0,0,0,0,0,0,0,0,0,1,0,4,2
37301,Gm52280,0.819,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
37302,Smoc2,2.865,6,13,9,11,14,11,33,17,6,11,10,5,8,5,14,15,18,15,47,27
37303,4930474M22Rik,0.613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37304,Gm38551,0.817,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37305,Gm34916,0.906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37306,Gm53989,7.653,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
37307,Thbs2,5.922,76,36,62,62,465,281,230,116,208,253,121,209,209,215,154,748,92,65,203,71
37308,Wdr27,9.202,1,6,4,4,10,5,13,3,7,7,1,3,5,6,7,17,1,2,17,5
37309,Gm23352,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37310,1600012H06Rik,2.756,439,353,271,510,1251,518,1564,594,346,402,254,398,436,303,291,1978,471,404,1452,370
37311,Phf10,4.504,1963,1933,1351,2095,4754,2322,6144,2808,1324,2418,1731,2676,2761,2020,1574,5906,2518,2489,5493,1961
37312,Dynlt2a3,0.787,0,0,1,1,4,0,4,1,0,0,0,0,2,0,1,4,0,2,2,1
37313,Ermardl2,4.522,60,72,49,68,188,87,185,78,64,112,69,91,95,86,67,324,91,85,248,48
37314,Gm3255,1.653,2,2,2,0,16,6,12,5,4,4,0,1,1,5,0,29,5,0,22,1
37315,Dynlt2a2,0.787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37316,Ermardl1,4.8,15,16,17,15,57,17,67,18,11,28,18,21,24,23,20,108,25,35,86,12
37317,Gm52298,1.388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37318,Dynlt2a1,5.111,1,1,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0
37319,Ermard,15.183,213,207,190,302,617,289,740,280,138,211,181,225,280,238,204,992,247,221,850,236
37320,Gm53990,1.919,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0
37321,Gm35343,2.25,2,2,2,9,16,4,31,3,4,0,9,7,2,3,5,29,5,6,23,6
37322,Gm41532,0.351,0,0,0,0,2,0,4,1,0,0,1,0,0,1,0,2,0,0,1,0
37323,Gm35203,1.859,0,0,0,1,1,0,1,0,0,0,1,0,2,0,0,5,2,0,0,0
37324,Gm35455,1.335,3,2,3,1,4,1,3,0,0,5,1,4,1,3,0,10,2,0,3,0
37325,Gm35502,4.416,0,0,0,2,1,0,0,0,1,1,0,0,1,0,1,3,0,1,1,0
37326,Gm5091,1.179,5,4,5,2,1,3,9,1,1,0,1,2,2,1,1,0,5,3,2,0
37327,Gm35576,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37328,Gm7423,0.603,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37329,Gm10510,0.723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37330,Dll1,4.195,114,82,362,112,3246,1887,141,83,2331,2110,1177,1123,1937,1077,1688,6751,25,19,979,364
37331,LOC118568318,3.012,0,0,3,0,14,3,2,2,3,4,0,3,6,2,1,34,1,1,4,1
37332,Fam120b,5.831,444,358,364,549,958,449,1399,607,355,355,296,377,477,345,333,1636,438,382,1243,403
37333,Gm49668,23.617,19,18,15,29,101,44,133,24,48,53,29,38,65,45,36,411,29,30,189,47
37334,Psmb1,1.036,3850,5011,3745,4555,10106,5056,11766,4899,2701,4728,3658,4150,4962,3409,3311,12193,4412,4123,10065,3656
37335,Tbp,1.842,894,964,764,1030,2445,1053,2971,1212,537,887,697,876,1021,784,681,2876,1182,961,2583,828
37336,Pdcd2,2.371,683,854,759,826,1462,675,1727,879,306,447,460,487,579,362,421,1464,622,650,1339,482
37337,Prdm9,6.374,26,20,33,26,97,55,125,38,51,65,54,41,56,49,54,268,55,47,201,45
37338,Gm6686,0.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37339,4933401D09Rik,1.325,3,0,5,1,5,1,9,6,0,0,1,1,2,1,0,1,11,5,11,1
37340,5830433I10Rik,9.228,0,1,6,3,17,5,17,3,4,6,5,0,2,2,1,48,8,4,20,3
37341,Chd1,8.491,5675,4482,4424,5830,11569,5510,16165,7014,2874,3627,3934,4884,4900,3603,2738,11466,6472,5680,13320,4740
37342,Rgmb,6.199,296,173,233,328,764,649,1096,648,372,523,382,457,616,308,284,885,567,530,965,456
37343,Gm3292,0.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37344,Gm25598,0.107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37345,Gm41533,1.445,0,1,0,0,2,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0
37346,Gm49777,0.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37347,Gm41534,0.606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37348,Gm46610,0.416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37349,Gm4786,0.927,1,73,2,5,4,3,3,0,3,40,2,2,3,7,2,6,3,1,2,6
37350,Gm6705,0.7,0,4,1,3,2,1,2,4,1,1,1,2,1,0,4,2,0,1,3,1
37351,BC002059,2.094,325,261,359,322,605,203,843,300,109,144,154,212,204,124,113,648,322,286,698,181
37352,Gm51425,2.987,537,426,514,567,983,360,1280,571,141,185,167,326,332,260,165,889,546,494,1000,310
37353,Zfp960,2.68,244,238,272,287,458,202,747,304,81,151,92,145,208,113,102,422,272,269,448,159
37354,Zfp97,3.296,333,283,346,339,629,249,816,357,114,158,132,182,250,151,141,565,371,333,628,194
37355,Gm38396,2.403,500,371,425,482,912,331,1141,527,148,225,193,278,340,275,214,882,421,398,826,263
37356,Gm5165,2.447,409,238,304,380,658,247,864,399,128,170,117,193,204,152,94,635,357,310,668,202
37357,Gm6712,2.007,341,266,287,328,586,185,803,316,91,159,120,209,211,139,103,603,276,287,610,163
37358,Oaz1-ps,0.963,73,101,25,107,154,94,176,79,52,157,34,21,27,45,50,139,26,24,155,68
37359,Gm36768,1.108,5,8,5,2,24,8,35,4,8,6,4,13,10,3,8,45,3,9,51,8
37360,Riok2,3.197,1724,1706,1780,1983,4301,1636,4945,1884,777,959,1266,1576,1765,1043,1075,3900,1744,1705,3868,1257
37361,Gm26873,0.773,1,0,2,2,8,2,4,0,3,1,2,4,4,1,1,14,3,0,6,4
37362,Lix1,6.15,15,10,12,11,32,33,29,13,38,33,57,57,56,28,41,206,12,15,24,9
37363,Gm41537,2.621,13,10,47,33,53,10,32,11,1,5,6,13,8,2,6,29,14,11,40,5
37364,Lnpep,6.757,852,210,431,933,2009,1045,2439,1164,665,465,523,778,736,427,303,2683,747,617,2305,827
37365,Vmn2r90,2.592,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
37366,Spaca6,15.849,217,111,200,266,831,211,1783,467,121,188,139,289,303,276,279,1287,532,440,2398,470
37367,Mir99b,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37368,Mirlet7e,0.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37369,Mir125a,0.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37370,Has1,2.092,0,1,3,0,0,0,3,0,0,0,0,1,0,3,0,6,0,0,1,1
37371,Gm36907,10.506,3,0,4,4,11,2,4,1,2,4,1,1,1,1,2,8,2,2,26,1
37372,Fpr1,1.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37373,Fpr2,1.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37374,Fpr3,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37375,Fpr-rs4,0.972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37376,Vmn2r124,2.568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37377,Vmn2r91,2.568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37378,Vmn2r92,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37379,Gm29986,1.033,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
37380,Vmn2r94,2.544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37381,Vmn2r93,2.574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37382,Vmn2r95,2.538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37383,Vmn2r96,2.947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37384,Vmn2r97,2.574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37385,Gm41538,0.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37386,Vmn2r98,2.574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37387,Vmn2r99,2.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37388,4930549P19Rik,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37389,Vmn2r100,2.553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37390,Vmn2r101,2.574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37391,Vmn2r102,2.574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37392,Vmn2r103,2.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37393,Vmn2r104,2.583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37394,Gm3547,0.487,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37395,Fpr-rs7,1.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37396,Fpr-rs6,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37397,Vmn2r105,2.577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37398,Vmn2r106,2.577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37399,Vmn2r107,2.586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37400,Vmn1r224,0.897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37401,Vmn2r108,2.568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37402,Vmn1r225,0.897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37403,Vmn2r109,2.577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
